No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
44522,2015,1,30,1,4,2,93.13,1028,3,NW,26,0,0
44523,2015,1,30,2,4,1,86.68,1028,3,NW,32,0,0
44524,2015,1,30,3,4,1,86.68,1028,3,NE,6,0,0
44525,2015,1,30,4,4,1,93.08,1029,2,NW,5,0,0
44526,2015,1,30,5,4,0,86.58,1029,2,NW,11,0,0
44527,2015,1,30,6,4,0,86.58,1030,2,NW,17,0,0
44528,2015,1,30,7,4,0,86.58,1030,2,NW,22,0,0
44529,2015,1,30,8,4,-1,80.49,1031,2,NW,29,0,0
44530,2015,1,30,9,4,-1,80.49,1031,2,NW,34,0,0
44531,2015,1,30,10,4,-1,80.49,1032,2,NW,40,0,0
44532,2015,1,30,11,4,0,75.14,1032,4,NW,46,0,0
44533,2015,1,30,12,4,-1,69.85,1031,4,NW,51,0,0
44534,2015,1,30,13,4,-1,69.85,1030,4,NW,57,0,0
44535,2015,1,30,14,4,-2,60.51,1030,5,NW,62,0,0
44536,2015,1,30,15,4,-2,60.51,1030,5,NE,5,0,0
44537,2015,1,30,16,4,-3,56.18,1031,5,NW,6,0,0
44538,2015,1,30,17,4,-2,60.51,1032,5,NE,4,0,0
44539,2015,1,30,18,4,-2,64.9,1032,4,NE,9,0,0
44540,2015,1,30,19,4,-4,55.91,1033,4,NE,15,0,0
44541,2015,1,30,20,4,-5,55.63,1033,3,NE,20,0,0
44542,2015,1,30,21,4,-4,60,1034,3,NE,25,0,0
44543,2015,1,30,22,4,-3,69.43,1034,2,NE,29,0,0
44544,2015,1,30,23,4,-3,64.66,1034,3,NE,33,0,0
44545,2015,1,31,0,4,-3,69.43,1034,2,NW,6,0,0
44547,2015,1,31,2,4,-4,64.42,1034,2,NW,13,0,0
44548,2015,1,31,3,4,-4,64.42,1035,2,NW,17,0,0
44549,2015,1,31,4,4,-3,69.43,1034,2,NW,21,0,0
44550,2015,1,31,5,4,-3,69.43,1034,2,NW,25,0,0
44551,2015,1,31,6,4,-3,74.59,1034,1,NW,28,0,0
44552,2015,1,31,7,4,-3,74.59,1035,1,NW,33,0,0
44554,2015,1,31,9,4,-2,64.9,1036,4,NE,10,0,0
44555,2015,1,31,10,4,-3,60.25,1037,4,NE,16,0,0
44556,2015,1,31,11,4,-4,52.13,1036,5,NE,21,0,0
44557,2015,1,31,12,4,-6,41.79,1036,6,NE,25,0,0
44558,2015,1,31,13,4,-7,36.13,1034,7,NE,31,0,0
44559,2015,1,31,14,4,-6,41.79,1034,6,NE,35,0,0
44560,2015,1,31,15,4,-5,48.34,1034,5,NE,40,0,0
44561,2015,1,31,16,4,-4,52.13,1034,5,NE,46,0,0
44562,2015,1,31,17,4,-4,55.91,1035,4,NE,51,0,0
44563,2015,1,31,18,4,-4,60,1035,3,NE,57,0,0
44564,2015,1,31,19,4,-4,60,1036,3,NE,63,0,0
44565,2015,1,31,20,4,-5,55.63,1036,3,NE,69,0,0
44566,2015,1,31,21,4,-4,60,1035,3,NE,75,0,0
44567,2015,1,31,22,4,-4,60,1036,3,NE,79,0,0
44568,2015,1,31,23,4,-4,60,1036,3,NE,83,0,0
44569,2015,2,1,0,4,-3,69.43,1035,2,NE,87,0,0
44570,2015,2,1,1,4,-3,69.43,1035,2,NE,91,0,0
44571,2015,2,1,2,4,-3,64.66,1035,3,NE,94,0,0
44572,2015,2,1,3,4,-3,69.43,1035,2,NE,98,0,0
44573,2015,2,1,4,4,-3,69.43,1035,2,NE,102,0,0
44574,2015,2,1,5,4,-3,69.43,1034,2,NE,105,0,0
44575,2015,2,1,6,4,-3,69.43,1034,2,NE,109,0,0
44576,2015,2,1,7,4,-2,69.64,1034,3,NE,112,0,0
44577,2015,2,1,8,4,-2,69.64,1035,3,NE,115,0,0
44578,2015,2,1,9,4,-1,69.85,1035,4,NE,119,0,0
44579,2015,2,1,10,4,-1,65.13,1035,5,NE,122,0,0
44580,2015,2,1,11,4,-1,65.13,1035,5,NE,125,0,0
44581,2015,2,1,12,4,0,65.36,1034,6,NW,2,0,0
44582,2015,2,1,13,4,-1,60.76,1033,6,NE,2,0,0
44583,2015,2,1,14,4,-1,60.76,1032,6,cv,1,0,0
44584,2015,2,1,15,4,0,65.36,1032,6,NE,2,0,0
44585,2015,2,1,16,4,0,70.06,1031,5,NE,4,0,0
44586,2015,2,1,17,4,0,70.06,1032,5,NE,6,0,0
44587,2015,2,1,18,4,1,75.32,1032,5,SW,2,0,0
44588,2015,2,1,19,4,1,75.32,1033,5,NW,2,0,0
44589,2015,2,1,20,4,3,93.19,1033,4,NE,3,0,0
44590,2015,2,1,21,4,3,93.19,1033,4,NE,5,0,0
44591,2015,2,1,22,4,3,93.19,1033,4,NE,7,0,0
44592,2015,2,1,23,4,3,93.19,1032,4,NE,9,0,0
44594,2015,2,2,1,4,3,93.19,1032,4,NW,5,0,0
44595,2015,2,2,2,4,3,93.19,1032,4,NW,7,0,0
44596,2015,2,2,3,4,3,93.19,1032,4,NW,9,0,0
44597,2015,2,2,4,4,3,93.19,1032,4,NE,2,0,0
44598,2015,2,2,5,4,3,93.19,1031,4,NW,2,0,0
44599,2015,2,2,6,4,3,93.19,1032,4,NW,4,0.1,0.1
44600,2015,2,2,7,4,3,93.19,1032,4,NE,2,0,0
44601,2015,2,2,8,4,3,86.89,1032,5,NE,5,0,0
44602,2015,2,2,9,4,2,80.92,1033,5,NE,7,0,0
44603,2015,2,2,10,4,2,75.49,1033,6,NE,10,0,0
44604,2015,2,2,11,4,2,75.49,1032,6,NE,13,0,0
44605,2015,2,2,12,4,3,81.06,1032,6,NE,16,0,0
44606,2015,2,2,13,4,2,75.49,1031,6,NE,19,0,0
44607,2015,2,2,14,4,1,65.59,1031,7,NE,22,0,0
44608,2015,2,2,15,4,1,65.59,1030,7,NE,25,0,0
44609,2015,2,2,16,4,1,65.59,1030,7,NE,27,0,0
44610,2015,2,2,17,4,1,65.59,1030,7,NE,29,0,0
44611,2015,2,2,18,4,1,65.59,1031,7,NE,31,0,0
44612,2015,2,2,19,4,2,70.47,1031,7,NE,34,0,0
44613,2015,2,2,20,4,2,70.47,1031,7,NE,38,0,0
44614,2015,2,2,21,4,1,70.27,1032,6,NE,41,0,0
44615,2015,2,2,22,4,1,70.27,1031,6,NE,45,0,0
44616,2015,2,2,23,4,1,70.27,1032,6,NE,48,0,0
44617,2015,2,3,0,4,1,70.27,1031,6,NE,51,0,0
44618,2015,2,3,1,4,2,75.49,1031,6,NE,53,0,0
44619,2015,2,3,2,4,2,75.49,1031,6,NE,56,0,0
44620,2015,2,3,3,4,2,75.49,1031,6,NE,58,0,0
44621,2015,2,3,4,4,3,86.89,1030,5,NE,60,0,0
44622,2015,2,3,5,4,3,86.89,1030,5,NE,62,0,0
44623,2015,2,3,6,4,3,86.89,1031,5,NE,65,0,0
44624,2015,2,3,7,4,3,86.89,1031,5,NE,67,0,0
44625,2015,2,3,8,4,3,86.89,1031,5,NE,70,0,0
44626,2015,2,3,9,4,3,81.06,1031,6,NE,72,0,0
44627,2015,2,3,10,4,3,81.06,1032,6,NE,74,0,0
44628,2015,2,3,11,4,3,75.67,1031,7,NE,77,0,0
44629,2015,2,3,12,4,3,75.67,1031,7,NW,3,0,0
44630,2015,2,3,13,4,2,70.47,1030,7,NE,3,0,0
44631,2015,2,3,14,4,1,65.59,1030,7,NE,7,0,0
44632,2015,2,3,15,4,1,65.59,1029,7,NE,10,0,0
44633,2015,2,3,16,4,1,65.59,1029,7,NW,3,0,0
44634,2015,2,3,17,4,1,65.59,1029,7,NW,6,0,0
44635,2015,2,3,18,4,2,75.49,1030,6,NE,3,0,0
44636,2015,2,3,19,4,2,75.49,1030,6,NE,6,0,0
44637,2015,2,3,20,4,1,70.27,1030,6,NW,2,0,0
44638,2015,2,3,21,4,1,70.27,1031,6,NW,6,0,0
44639,2015,2,3,22,4,2,75.49,1030,6,NW,10,0,0
44640,2015,2,3,23,4,2,80.92,1030,5,NE,2,0,0
44641,2015,2,4,0,4,2,80.92,1030,5,NW,2,0,0
44642,2015,2,4,1,4,2,80.92,1030,5,NW,5,0,0
44643,2015,2,4,2,4,2,80.92,1029,5,NW,8,0,0
44644,2015,2,4,3,4,2,80.92,1029,5,NW,12,0,0
44645,2015,2,4,4,4,2,80.92,1029,5,NW,17,0,0
44646,2015,2,4,5,4,2,80.92,1029,5,NW,21,0,0
44647,2015,2,4,6,4,2,86.79,1029,4,NW,26,0,0
44648,2015,2,4,7,4,2,86.79,1030,4,NW,30,0,0
44649,2015,2,4,8,4,2,86.79,1030,4,NW,33,0,0
44650,2015,2,4,9,4,2,80.92,1031,5,NW,37,0,0
44651,2015,2,4,10,4,-1,56.72,1030,7,NW,42,0,0
44652,2015,2,4,11,4,-2,49.22,1029,8,NW,48,0,0
44653,2015,2,4,12,4,-3,42.71,1028,9,NW,55,0,0
44654,2015,2,4,13,4,-3,42.71,1027,9,NW,62,0,0
44655,2015,2,4,14,4,-3,42.71,1027,9,NW,68,0,0
44656,2015,2,4,15,4,-4,39.63,1026,9,NW,74,0,0
44657,2015,2,4,16,4,-4,42.4,1026,8,NW,80,0,0
44658,2015,2,4,17,4,-3,45.7,1027,8,NW,85,0,0
44659,2015,2,4,18,4,-3,48.93,1027,7,NW,89,0,0
44660,2015,2,4,19,4,-2,56.45,1028,6,NW,93,0,0
44661,2015,2,4,20,4,-3,52.41,1029,6,NW,98,0,0
44662,2015,2,4,21,4,-3,56.18,1029,5,NW,102,0,0
44663,2015,2,4,22,4,-3,56.18,1029,5,NW,105,0,0
44664,2015,2,4,23,4,-3,60.25,1029,4,NW,108,0,0
44665,2015,2,5,0,4,-3,60.25,1029,4,NW,111,0,0
44666,2015,2,5,1,4,-3,60.25,1029,4,NW,115,0,0
44667,2015,2,5,2,4,-4,55.91,1029,4,NW,120,0,0
44668,2015,2,5,3,4,-3,64.66,1029,3,NW,125,0,0
44669,2015,2,5,4,4,-3,69.43,1029,2,NW,130,0,0
44670,2015,2,5,5,4,-3,69.43,1030,2,NW,135,0,0
44671,2015,2,5,6,4,-3,69.43,1030,2,NW,140,0,0
44672,2015,2,5,7,4,-3,74.59,1031,1,NW,145,0,0
44673,2015,2,5,8,4,-3,69.43,1031,2,NW,149,0,0
44674,2015,2,5,9,4,-4,60,1032,3,NW,155,0,0
44675,2015,2,5,10,4,-5,51.84,1033,4,NE,6,0,0
44676,2015,2,5,11,4,-4,52.13,1032,5,NW,6,0,0
44677,2015,2,5,12,4,-5,48.34,1032,5,NW,11,0,0
44678,2015,2,5,13,4,-5,42.1,1031,7,NW,18,0,0
44679,2015,2,5,14,4,-5,42.1,1031,7,NW,25,0,0
44680,2015,2,5,15,4,-6,41.79,1031,6,NW,31,0,0
44681,2015,2,5,16,4,-6,41.79,1031,6,NE,6,0,0
44682,2015,2,5,17,4,-6,44.8,1031,5,NE,11,0,0
44683,2015,2,5,18,4,-7,41.48,1031,5,NW,5,0,0
44684,2015,2,5,19,4,-8,41.17,1031,4,NW,9,0,0
44685,2015,2,5,20,4,-8,41.17,1031,4,NE,3,0,0
44686,2015,2,5,21,4,-7,47.74,1031,3,NE,5,0,0
44687,2015,2,5,22,4,-7,47.74,1031,3,NE,7,0,0
44688,2015,2,5,23,4,-6,51.56,1031,3,cv,1,0,0
44689,2015,2,6,0,4,-5,59.74,1031,2,SW,1,0,0
44690,2015,2,6,1,4,-5,64.18,1031,1,SW,3,0,0
44691,2015,2,6,2,4,-4,69.21,1030,1,SW,4,0,0
44692,2015,2,6,3,4,-5,69,1030,0,SE,1,0,0
44693,2015,2,6,4,4,-5,69,1029,0,cv,0,0,0
44694,2015,2,6,5,4,-4,80.04,1029,-1,SW,1,0,0
44695,2015,2,6,6,4,-4,74.41,1029,0,SE,1,0,0
44696,2015,2,6,7,4,-4,74.41,1029,0,SW,2,0,0
44697,2015,2,6,8,4,-3,69.43,1030,2,SW,5,0,0
44698,2015,2,6,9,4,-4,55.91,1030,4,SW,7,0,0
44699,2015,2,6,10,4,-4,42.4,1029,8,SW,9,0,0
44700,2015,2,6,11,4,-6,39.01,1029,7,SW,11,0,0
44701,2015,2,6,12,4,-8,29.18,1028,9,SW,13,0,0
44703,2015,2,6,14,4,-8,29.18,1027,9,NW,2,0,0
44704,2015,2,6,15,4,-7,31.53,1026,9,SW,3,0,0
44705,2015,2,6,16,4,-7,31.53,1026,9,SW,5,0,0
44706,2015,2,6,17,4,-6,36.44,1025,8,NW,3,0,0
44707,2015,2,6,18,4,-6,41.79,1026,6,SW,4,0,0
44708,2015,2,6,19,4,-7,41.48,1026,5,SW,7,0,0
44709,2015,2,6,20,4,-7,44.49,1026,4,SW,9,0,0
44710,2015,2,6,21,4,-7,47.74,1027,3,SW,10,0,0
44711,2015,2,6,22,4,-6,51.56,1027,3,SW,12,0,0
44712,2015,2,6,23,4,-5,55.63,1027,3,SW,14,0,0
44713,2015,2,7,0,4,-4,60,1026,3,SE,1,0,0
44714,2015,2,7,1,4,-4,69.21,1026,1,SW,1,0,0
44715,2015,2,7,2,4,-3,69.43,1026,2,cv,0,0,0
44716,2015,2,7,3,4,-3,74.59,1025,1,cv,1,0,0
44717,2015,2,7,4,4,-1,74.96,1024,3,SW,1,0,0
44718,2015,2,7,5,4,-2,80.34,1024,1,cv,0,0,0
44719,2015,2,7,6,4,-1,86.47,1024,1,NE,2,0,0
44720,2015,2,7,7,4,-2,80.34,1024,1,cv,0,0,0
44721,2015,2,7,8,4,-1,74.96,1025,3,NE,1,0,0
44722,2015,2,7,9,4,1,65.59,1025,7,cv,1,0,0
44723,2015,2,7,10,4,-3,42.71,1025,9,NW,2,0,0
44724,2015,2,7,11,4,-3,39.93,1025,10,cv,2,0,0
44725,2015,2,7,12,4,-6,29.79,1024,11,cv,4,0,0
44726,2015,2,7,13,4,-6,29.79,1023,11,NW,3,0,0
44727,2015,2,7,14,4,-6,27.88,1023,12,cv,2,0,0
44728,2015,2,7,15,4,-6,27.88,1021,12,NE,2,0,0
44729,2015,2,7,16,4,-6,27.88,1021,12,NE,3,0,0
44730,2015,2,7,17,4,-7,27.58,1023,11,NW,3,0,0
44731,2015,2,7,18,4,-6,34.05,1023,9,NE,3,0,0
44732,2015,2,7,19,4,0,53.26,1024,9,SE,3,0,0
44733,2015,2,7,20,4,-1,49.51,1025,9,SE,5,0,0
44734,2015,2,7,21,4,-1,52.98,1025,8,cv,0,0,0
44735,2015,2,7,22,4,-1,52.98,1025,8,NW,2,0,0
44736,2015,2,7,23,4,-1,56.72,1026,7,NW,4,0,0
44737,2015,2,8,0,4,-3,48.93,1026,7,NW,8,0,0
44738,2015,2,8,1,4,1,70.27,1028,6,NE,7,0,0
44739,2015,2,8,2,4,2,75.49,1028,6,NE,14,0,0
44740,2015,2,8,3,4,1,75.32,1029,5,NE,23,0,0
44741,2015,2,8,4,4,-1,65.13,1029,5,NE,31,0,0
44742,2015,2,8,5,4,-3,60.25,1030,4,NE,40,0,0
44743,2015,2,8,6,4,-4,60,1030,3,NE,49,0,0
44744,2015,2,8,7,4,-5,59.74,1032,2,NE,57,0,0
44773,2015,2,9,12,4,-7,41.48,1034,5,NW,10,0,0
44774,2015,2,9,13,4,-7,38.7,1033,6,cv,2,0,0
44775,2015,2,9,14,4,-8,38.39,1032,5,NW,3,0,0
44776,2015,2,9,15,4,-10,30.61,1031,6,NE,3,0,0
44777,2015,2,9,16,4,-9,33.12,1031,6,NE,4,0,0
44778,2015,2,9,17,4,-8,38.39,1031,5,NE,7,0,0
44780,2015,2,9,19,4,-7,47.74,1031,3,NE,13,0,0
44781,2015,2,9,20,4,-5,59.74,1031,2,SW,3,0,0
44782,2015,2,9,21,4,-4,64.42,1031,2,SW,6,0,0
44783,2015,2,9,22,4,-4,64.42,1031,2,SE,2,0,0
44784,2015,2,9,23,4,-4,64.42,1030,2,SE,5,0,0
44785,2015,2,10,0,4,-5,69,1030,0,SW,2,0,0
44786,2015,2,10,1,4,-4,74.41,1029,0,SW,4,0,0
44787,2015,2,10,2,4,-4,80.04,1028,-1,SW,5,0,0
44788,2015,2,10,3,4,-4,80.04,1028,-1,SW,6,0,0
44789,2015,2,10,4,4,-4,86.15,1028,-2,SW,7,0,0
44790,2015,2,10,5,4,-4,80.04,1027,-1,SE,1,0,0
44792,2015,2,10,7,4,-4,86.15,1027,-2,SW,2,0,0
44793,2015,2,10,8,4,-3,69.43,1027,2,cv,1,0,0
44794,2015,2,10,9,4,-4,55.91,1027,4,SW,3,0,0
44795,2015,2,10,10,4,-6,41.79,1026,6,SW,5,0,0
44796,2015,2,10,11,4,-8,31.23,1025,8,SW,7,0,0
44797,2015,2,10,12,4,-11,23.04,1024,9,SW,11,0,0
44798,2015,2,10,13,4,-11,21.54,1023,10,SW,14,0,0
44799,2015,2,10,14,4,-12,19.88,1022,10,SW,17,0,0
44800,2015,2,10,15,4,-12,19.88,1021,10,SW,19,0,0
44801,2015,2,10,16,4,-10,21.82,1020,11,SW,22,0,0
44802,2015,2,10,17,4,-8,27.29,1020,10,SW,25,0,0
44803,2015,2,10,18,4,-6,39.01,1020,7,SW,30,0,0
44804,2015,2,10,19,4,-6,41.79,1021,6,SE,3,0,0
44805,2015,2,10,20,4,-5,48.34,1021,5,SE,6,0,0
44806,2015,2,10,21,4,-5,51.84,1021,4,SE,8,0,0
44807,2015,2,10,22,4,-4,55.91,1020,4,SE,10,0,0
44808,2015,2,10,23,4,-2,64.9,1019,4,SW,3,0,0
44809,2015,2,11,0,4,-1,69.85,1019,4,SW,5,0,0
44810,2015,2,11,1,4,0,75.14,1019,4,SW,6,0,0
44811,2015,2,11,2,4,0,75.14,1018,4,SW,8,0,0
44812,2015,2,11,3,4,1,80.78,1018,4,SW,10,0,0
44813,2015,2,11,4,4,1,80.78,1017,4,SE,2,0,0
44814,2015,2,11,5,4,0,80.63,1017,3,SE,3,0,0
44815,2015,2,11,6,4,0,86.58,1017,2,SW,2,0,0
44816,2015,2,11,7,4,1,86.68,1017,3,SW,4,0,0
44817,2015,2,11,8,4,2,75.49,1018,6,SW,5,0,0
44818,2015,2,11,9,4,0,61.01,1018,7,SW,8,0,0
44819,2015,2,11,10,4,-1,43.31,1017,11,SW,11,0,0
44820,2015,2,11,11,4,-2,35.27,1017,13,NW,4,0,0
44821,2015,2,11,12,4,-3,32.75,1016,13,NW,9,0,0
44822,2015,2,11,13,4,-1,35.57,1014,14,NW,13,0,0
44823,2015,2,11,14,4,-3,28.77,1014,15,NW,19,0,0
44824,2015,2,11,15,4,-2,30.98,1013,15,SW,5,0,0
44825,2015,2,11,16,4,-2,33.05,1013,14,SW,10,0,0
44826,2015,2,11,17,4,-2,35.27,1013,13,SW,13,0,0
44827,2015,2,11,18,4,-1,40.54,1014,12,SW,16,0,0
44828,2015,2,11,19,4,-1,43.31,1014,11,SW,18,0,0
44829,2015,2,11,20,4,0,49.8,1015,10,SW,21,0,0
44830,2015,2,11,21,4,1,53.53,1015,10,SW,23,0,0
44831,2015,2,11,22,4,1,57.25,1015,9,SW,25,0,0
44832,2015,2,11,23,4,1,57.25,1015,9,NW,3,0,0
44834,2015,2,12,1,4,1,61.26,1016,8,NW,10,0,0
44835,2015,2,12,2,4,1,61.26,1016,8,NW,13,0,0
44836,2015,2,12,3,4,-1,52.98,1016,8,NW,18,0,0
44837,2015,2,12,4,4,-1,56.72,1016,7,NW,22,0,0
44838,2015,2,12,5,4,-1,56.72,1017,7,NW,26,0,0
44839,2015,2,12,6,4,-1,60.76,1018,6,NW,30,0,0
44840,2015,2,12,7,4,-1,60.76,1018,6,NW,33,0,0
44841,2015,2,12,8,4,0,61.01,1019,7,NW,37,0,0
44842,2015,2,12,9,4,0,56.99,1019,8,NW,41,0,0
44843,2015,2,12,10,4,1,57.25,1020,9,NW,46,0,0
44844,2015,2,12,11,4,1,50.08,1019,11,NW,50,0,0
44845,2015,2,12,12,4,1,46.88,1019,12,NW,54,0,0
44846,2015,2,12,13,4,1,46.88,1018,12,NW,58,0,0
44847,2015,2,12,14,4,1,43.9,1018,13,NW,62,0,0
44848,2015,2,12,15,4,-2,35.27,1018,13,NW,67,0,0
44849,2015,2,12,16,4,2,50.36,1018,12,NE,4,0,0
44850,2015,2,12,17,4,1,50.08,1018,11,NE,8,0,0
44851,2015,2,12,18,4,0,49.8,1018,10,NE,11,0,0
44852,2015,2,12,19,4,2,61.51,1019,9,NE,14,0,0
44853,2015,2,12,20,4,3,70.67,1019,8,NE,17,0,0
44854,2015,2,12,21,4,2,70.47,1020,7,SE,4,0,0
44855,2015,2,12,22,4,2,70.47,1020,7,NE,3,0,0
44856,2015,2,12,23,4,3,81.06,1020,6,NE,7,0,0
44857,2015,2,13,0,4,2,75.49,1020,6,NE,10,0,0
44858,2015,2,13,1,4,2,75.49,1020,6,NE,12,0,0
44859,2015,2,13,2,4,2,75.49,1019,6,NE,16,0,0
44860,2015,2,13,3,4,2,75.49,1020,6,SE,3,0,0
44861,2015,2,13,4,4,2,75.49,1019,6,SE,6,0,0
44862,2015,2,13,5,4,2,75.49,1019,6,SE,8,0,0
44863,2015,2,13,6,4,2,75.49,1020,6,NE,2,0,0
44864,2015,2,13,7,4,2,75.49,1020,6,NE,6,0,0
44865,2015,2,13,8,4,3,75.67,1021,7,NE,10,0,0
44867,2015,2,13,10,4,1,53.53,1021,10,SE,9,0,0
44868,2015,2,13,11,4,-2,37.66,1021,12,SE,14,0,0
44869,2015,2,13,12,4,-1,40.54,1020,12,SE,19,0,0
44870,2015,2,13,13,4,2,47.17,1020,13,SE,24,0,0
44871,2015,2,13,14,4,3,50.65,1019,13,SE,28,0,0
44872,2015,2,13,15,4,3,50.65,1019,13,SE,32,0,0
44873,2015,2,13,16,4,3,50.65,1019,13,SE,36,0,0
44874,2015,2,13,17,4,3,54.08,1020,12,SE,41,0,0
44875,2015,2,13,18,4,3,61.76,1021,10,SE,46,0,0
44876,2015,2,13,19,4,2,57.51,1022,10,SE,50,0,0
44877,2015,2,13,20,4,2,61.51,1022,9,SE,54,0,0
44878,2015,2,13,21,4,3,70.67,1022,8,SE,57,0,0
44879,2015,2,13,22,4,3,70.67,1022,8,SE,60,0,0
44880,2015,2,13,23,4,3,70.67,1022,8,SE,65,0,0
44881,2015,2,14,0,4,4,75.84,1021,8,SE,69,0,0
44882,2015,2,14,1,4,4,75.84,1021,8,SE,74,0,0
44883,2015,2,14,2,4,4,75.84,1021,8,SE,78,0,0
44884,2015,2,14,3,4,4,81.2,1020,7,SE,81,0,0
44885,2015,2,14,4,4,5,87.09,1020,7,SE,84,0,0
44886,2015,2,14,5,4,6,87.19,1020,8,SE,88,0,0
44887,2015,2,14,6,4,6,93.35,1020,7,SE,91,0,0
44888,2015,2,14,7,4,6,87.19,1020,8,SE,95,0,0
44889,2015,2,14,8,4,7,87.28,1020,9,SE,99,0,0
44890,2015,2,14,9,4,9,93.5,1020,10,SE,103,0,0
44891,2015,2,14,10,4,9,76.68,1020,13,SE,109,0,0
44892,2015,2,14,11,4,10,72.04,1020,15,SE,115,0,0
44893,2015,2,14,12,4,9,63.18,1019,16,SE,120,0,0
44894,2015,2,14,13,4,9,59.29,1018,17,SE,126,0,0
44895,2015,2,14,14,4,9,55.67,1017,18,SE,131,0,0
44897,2015,2,14,16,4,9,55.67,1016,18,SE,141,0,0
44898,2015,2,14,17,4,9,59.29,1016,17,SE,145,0,0
44899,2015,2,14,18,4,9,63.18,1017,16,SE,151,0,0
44900,2015,2,14,19,4,9,67.36,1017,15,SE,156,0,0
44901,2015,2,14,20,4,9,67.36,1017,15,SE,161,0,0
44902,2015,2,14,21,4,9,63.18,1017,16,SE,167,0,0
44903,2015,2,14,22,4,9,63.18,1017,16,SE,173,0,0
44904,2015,2,14,23,4,10,67.57,1017,16,SE,179,0,0
44905,2015,2,15,0,4,10,67.57,1017,16,SW,6,0,0
44906,2015,2,15,1,4,10,67.57,1017,16,SW,11,0.1,0.1
44907,2015,2,15,2,4,11,77.01,1017,15,SE,2,0.1,0.2
44908,2015,2,15,3,4,11,87.66,1016,13,SW,1,0,0
44909,2015,2,15,4,4,11,82.14,1016,14,SE,3,0.1,0.1
44910,2015,2,15,5,4,11,82.14,1015,14,NE,3,0.5,0.6
44911,2015,2,15,6,4,11,82.14,1015,14,cv,0,1.1,1.7
44912,2015,2,15,7,4,12,93.65,1016,13,SE,4,0.7,2.4
44913,2015,2,15,8,4,12,93.65,1016,13,SE,7,0.8,3.2
44914,2015,2,15,9,4,13,93.7,1016,14,SE,10,0.7,3.9
44915,2015,2,15,10,4,13,93.7,1016,14,SE,13,0.1,4
44916,2015,2,15,11,4,14,93.75,1015,15,SW,4,0.2,4.2
44917,2015,2,15,12,4,14,87.93,1014,16,SW,7,0.1,4.3
44918,2015,2,15,13,4,14,77.48,1013,18,SW,11,0,0
44919,2015,2,15,14,4,13,72.6,1013,18,SW,15,0,0
44920,2015,2,15,15,4,13,72.6,1013,18,SW,19,0,0
44921,2015,2,15,16,4,13,68.2,1013,19,SW,22,0,0
44922,2015,2,15,17,4,13,72.6,1013,18,SW,25,0,0
44923,2015,2,15,18,4,13,77.32,1013,17,NW,3,0,0
44924,2015,2,15,19,4,13,82.4,1014,16,NW,6,0,0
44925,2015,2,15,20,4,13,82.4,1015,16,NW,9,0,0
44926,2015,2,15,21,4,13,82.4,1015,16,NW,11,0,0
44927,2015,2,15,22,4,12,82.27,1016,15,NW,14,0,0
44928,2015,2,15,23,4,13,87.84,1016,15,NW,17,0,0
44929,2015,2,16,0,4,13,87.84,1016,15,NW,19,0,0
44930,2015,2,16,1,4,13,93.7,1016,14,NW,21,0,0
44931,2015,2,16,2,4,12,87.75,1016,14,NW,25,0,0
44932,2015,2,16,3,4,12,87.75,1016,14,NW,29,0,0
44933,2015,2,16,4,4,11,87.66,1016,13,NW,33,0,0
44934,2015,2,16,5,4,11,87.66,1016,13,NW,38,0,0
44935,2015,2,16,6,4,10,82.01,1017,13,NW,42,0,0
44936,2015,2,16,7,4,10,82.01,1018,13,NW,46,0,0
44937,2015,2,16,8,4,9,81.88,1019,12,NW,55,0,0
44938,2015,2,16,9,4,8,76.52,1019,12,NW,61,0,0
44939,2015,2,16,10,4,8,76.52,1019,12,NW,67,0,0
44940,2015,2,16,11,4,8,76.52,1019,12,NW,73,0,0
44941,2015,2,16,12,4,8,71.66,1019,13,NW,78,0,0
44942,2015,2,16,13,4,8,71.66,1018,13,NW,84,0,0
44943,2015,2,16,14,4,9,71.85,1017,14,NW,89,0,0
44944,2015,2,16,15,4,8,62.95,1017,15,NW,94,0,0
44945,2015,2,16,16,4,8,62.95,1017,15,NW,100,0,0
44946,2015,2,16,17,4,7,62.71,1018,14,NW,105,0,0
44947,2015,2,16,18,4,7,66.93,1018,13,NW,109,0,0
44948,2015,2,16,19,4,8,71.66,1019,13,NW,113,0,0
44949,2015,2,16,20,4,7,81.61,1019,10,NE,3,0,0
44950,2015,2,16,21,4,7,87.28,1020,9,NE,5,0,0
44951,2015,2,16,22,4,7,87.28,1020,9,NE,7,0,0
44952,2015,2,16,23,4,7,87.28,1020,9,NE,9,0,0
44953,2015,2,17,0,4,6,81.48,1020,9,NE,11,0,0
44954,2015,2,17,1,4,6,87.19,1020,8,NE,14,0,0
44955,2015,2,17,2,4,5,87.09,1020,7,NE,16,0,0
44956,2015,2,17,3,4,7,93.4,1020,8,NE,20,0,0
44957,2015,2,17,4,4,6,87.19,1020,8,NE,24,0,0
44958,2015,2,17,5,4,5,87.09,1020,7,NE,27,0,0
44959,2015,2,17,6,4,5,81.34,1020,8,NE,29,0,0
44961,2015,2,17,8,4,5,81.34,1022,8,NE,36,0,0
44962,2015,2,17,9,4,4,70.88,1022,9,SE,3,0,0
